username,tr,rank,glicko,rd,apm,pps,vs
blaarg,24539.708188012304,x+,3880.242214260417,89.89297755726722,196.03,3.6,388.36
5han,24463.333528471147,x+,3776.882350305328,71.6866545206476,196.89,4.08,378.33
vincehd,24410.41608098527,x+,3706.293770874011,74.4943873729452,182.65,3.31,384.76
promooooooo,24379.02731153283,x+,3679.755007260441,68.09022868368159,190.26,3.87,385.42
coffilter,24378.75716961874,x+,3691.384488183032,80.84788635489258,182.28,3.39,356.88
caboozled_pie,24357.464502778705,x+,3655.8960187821845,80.34655035463237,193.94,3.5,384.35
vega_,24329.603079339693,x+,3633.9325523118678,71.04426769969504,171.27,3.14,343.54
flyingdiarrhea,24323.310970616116,x+,3621.2434573539613,65.11528139229225,175.86,3.44,356.53
firestorm,24309.717723003512,x+,3616.762928223777,72.5798346550158,178.6,3.2,364.53
adripro1000,24304.99236415058,x+,3606.5878528616477,67.58475846975966,172.66,3.64,339.36
_xxx_summer_xxx_,24296.67281442659,x+,3601.1759644914446,69.47921797640838,171.54,3.48,335.77
turtle,24294.855065854714,x+,3598.3900659634264,68.52371785396791,184.18,3.46,367.18
icly,24293.33210559508,x+,3600.556830967353,73.68821640633314,159.38,2.55,333.24
ducklife4player,24212.026399620037,x+,3526.546667910605,68.92736729128022,170.45,3.65,350.47
kezdabez,24208.882658172242,x+,3520.359160537698,65.55208909644394,185.48,3.56,357.03
hellokitty,24207.438933241923,x+,3517.954686537421,64.4048086543002,167.52,3.35,341.15
run_,24192.15322555556,x+,3509.688511808918,68.43820621707535,165.56,3.38,340.4
fortissim2,24189.47098033059,x+,3512.102013806532,72.78823594559063,176.07,3.35,359.5
akma,24160.713733865363,x+,3478.6287877250847,62.707246354766205,183.47,3.68,359.58
h4y4,24145.52063643439,x+,3467.092047334818,74.9707669345787,174.88,3.29,352.62
poisondrought,24143.98743577551,x+,3466.9794055912,64.01451551385544,159.34,2.96,330.71
neko_murasame,24132.675197093675,x+,3462.7690371389817,69.36980638873668,172.71,3.47,339.53
westl,24131.10662713034,x+,3492.5150404891106,97.94651600995887,219.4,4.84,404.49
ql4707,24118.76633610281,x+,3451.057244763374,67.2231047589884,171.86,3.44,352.24
quantumhornet4,24114.970242059848,x+,3447.943694529471,66.96391138554311,167.12,3.09,332.44
cmdingo,24113.134534903682,x+,3442.0470803248254,62.49424885321682,165.55,3.37,336.29
-misdrop404-,24111.661034881625,x+,3444.145797570458,65.6589396631165,169.57,3.39,353.46
coldless,24110.320924333188,x+,3439.88759922343,62.43117257456138,172.89,3.32,353.81
nasom21,24108.460457081866,x+,3440.245107782772,64.15794452104129,177.54,3.59,361.92
unnamed,24099.923192694143,x+,3437.786750248256,67.98803708779292,167.19,3.56,343.17
macrowabe,24097.378376654913,x+,3432.9941377179243,65.09448242690506,167.57,3.5,338.39
master101,24086.828869344678,x+,3423.631407864831,63.45214717700942,165.71,3.28,334.91
stolecorotko,24064.789241811977,x+,3441.875705216844,97.12807669228448,159.58,3.23,328.92
tatoes,24050.379566710064,x+,3397.2826584735712,63.15968413141242,156.82,3.29,322.45
gyan99,24048.528053990693,x+,3397.331756452676,64.5317837527696,140.13,2.54,302.46
rumcajs,24040.52205664695,x+,3390.745301705297,63.52605345000742,164.31,3.71,333.57
ix1iv,24038.14440111023,x+,3392.219339529879,66.71576980407664,179.61,3.08,350.8
anberdoodle,24027.561441614173,x+,3382.299090894841,64.06874112738089,157.64,3.17,328.32
solips,24027.444537085823,x+,3382.4764870368267,64.33317911601348,145.78,2.94,300.22
rideris,24026.383599558452,x+,3404.369935837185,99.17116724818328,180.08,3.39,355.65
hyakuenrori,24014.87173763446,x+,3373.6486071937434,64.10903475563407,138.17,2.5,300.52
torawo,24011.834500057023,x+,3372.4762701349255,65.03003719192898,163.36,2.84,326.92
tiki2tgt,24006.514798770564,x+,3370.1473127265326,66.3479327193611,165.36,2.92,343.63
kevinhe828,23980.756695727774,x+,3355.883020957812,69.43977366111532,160.61,3.31,327.66
sness_fanboy,23956.89321696174,x+,3336.555384458165,65.59308010930597,146.34,2.76,313.67
mewk,23946.94329005607,x+,3328.4214332986467,63.78487572635293,156.65,3.24,322.19
flandre,23935.93529729127,x+,3321.3096097079397,84.70792041985924,159.47,3.34,328.57
cr400af-z_0214,23925.44938184772,x+,3314.9167476635193,63.979062537401965,149.2,2.85,315.08
macaroni_empitsu,23916.671215381248,x+,3309.8011851200777,64.4142939003428,162.46,3.39,325.7
rky1618,23903.283504457402,x+,3313.5065953070743,77.26982360662146,151.1,3.09,316.89
wwuly,23900.95271096918,x+,3300.2135191362095,64.63649967312604,152.74,3.47,314.38
alkalinextr,23899.94080773349,x+,3298.4145343587998,68.37252680289025,131.69,2.65,292.1
sshab_pro,23893.23044159945,x+,3296.0451106245314,65.28344428647256,154.83,3.2,310.39
cra_,23878.18134991484,x+,3287.2631261570336,65.75052636622384,144.36,3.31,301.13
doremy,23877.693078781835,x+,3285.327009365324,63.97130276993152,154.66,3,310.91
ponpoko,23861.926475185694,x+,3279.4043619759395,67.90142393103798,149.04,3.2,304.93
osw,23853.85058982943,x+,3283.660603677231,83.75995869515671,175.79,3.72,342.94
___nek0,23825.01213565324,x+,3262.0951281538837,72.95902514874591,168.38,3.51,329.44
shikavex,23810.974320221863,x+,3245.6534391288133,69.8399259500827,144.25,3.08,298.28
fern4,23803.49602977858,x+,3252.3349035040173,77.012428766024,148.28,2.98,313.06
alvgreat,23800.148990449652,x+,3242.54438665943,79.32694394999156,144.22,2.96,301.96
chocokeshy,23789.21890413561,x+,3241.442374646161,73.06314677688948,160.6,3.27,327.1
kim16,23787.37725133037,x+,3231.271484547435,63.88367205045738,141.8,2.91,301.48
jack1762,23775.437181900517,x+,3225.89192906076,64.43697176138818,153.72,3.07,322.84
quarpi01,23761.605571775708,x+,3219.3129348573193,66.77615296562928,136.59,2.25,290.7
stickman,23759.326638563238,x+,3216.1617863846777,63.64903038910058,149.89,2.98,314.39
anya,23756.07214029788,x+,3218.8555664927217,68.7468538849661,132.84,2.8,281.73
2seul-,23755.27425199633,x+,3215.2291923867933,69.15017044041956,147.15,3.2,303.24
effigdsk,23733.138462942865,x+,3204.753286444019,67.14029565508073,164.11,3.76,325.87
eclaire,23731.53045846029,x+,3201.675996499286,75.63423102433866,132.01,2.75,281.17
3rotate,23727.349778461838,x+,3198.9579334532523,64.13747917359356,146.94,2.74,306.9
huy6969,23718.686979537095,x+,3196.293081523777,71.48548655106283,146.13,3.25,304.97
simpshrimp,23718.105641051345,x+,3198.8998509783833,69.82531793424594,153.81,3.22,305.59
lysette,23708.271966163637,x+,3192.707088076416,72.83712744756065,136.26,2.59,277.52
uigalaxy,23702.682786297213,x+,3188.6940448358314,67.68733449035922,177.3,4.21,334.72
cheezwhiz,23702.419593481158,x+,3185.6412300175894,64.33267653115341,150.19,3.31,318.93
01010101010101,23702.33565812553,x+,3185.9816123782953,64.77769097493834,150.87,3.43,308.48
killjoy,23691.77525938318,x+,3180.2241084299876,64.64961587571587,149.78,2.75,289.13
gendragfan,23683.711894114334,x+,3175.0880377643816,63.66038614674026,151.54,3.2,299.28
ergonomics,23664.075247358593,x+,3181.5761709659005,83.08899767294542,144.28,2.8,294.52
bazzy,23658.622239118005,x+,3162.8572208717574,64.77633384083245,134.88,2.91,287.23
yida,23649.17787500278,x+,3168.3554225762764,89.89733796946086,137.41,2.82,291.91
bamge24,23640.02095243634,x+,3172.3004333791605,97.91087966589592,151.14,3.07,310.79
1081p,23625.255817789646,x+,3144.0537526369453,76.8963731181032,138.17,2.84,296.4
miinhuyvcl,23615.115017413318,x+,3141.247849521388,65.68860696797374,148.82,3.54,293.02
windcatcher,23612.996983063225,x+,3141.3794948085397,69.11815224065158,145.17,2.71,294.79
roadtohrank,23610.683900260658,x+,3142.20312124229,69.47976027242508,141.28,2.87,285.5
neversaygg,23603.75621484476,x+,3133.5261289596583,63.33297393553847,142.08,2.79,303.99
star,23572.805182766202,x+,3137.303962387325,86.1221194943894,147.76,3.17,304.42
wigic,23561.2327000502,x+,3116.383894794224,68.14172931301097,153.61,3.12,310.94
pyhok,23547.258390488503,x+,3104.7736501527834,62.3665933132427,149.07,3.25,296.44
bfirecatb,23536.296797455503,x+,3099.7202810625918,62.68292688117109,131.39,2.48,291.47
bennxt,23533.311758703778,x+,3105.7774415184394,71.78017004409487,142.99,2.75,288.47
zxc35,23528.325969873484,x+,3100.105851209488,67.83425848311857,146.68,3.16,304.13
reflections,23526.23429729305,x+,3094.5204186351066,62.25160259190386,141.74,3.11,294.01
puyo_puyo_fan,23516.340675549814,x,3091.170457944399,63.95315700484132,151.74,3.12,316.19
unzenta,23503.777469365425,x,3085.0387028328105,63.76832107529832,139.87,2.94,290.02
kasane_teto,23503.077961893614,x,3096.6012699301327,78.25234217526231,143.42,2.97,296.14
rinko-,23502.354852914046,x,3086.69974573597,66.63637099137813,147.49,3.37,296.59
mythicalrocket,23492.75339776865,x,3079.3901308543213,63.229985440295835,141.36,3.01,296.93
danylito,23492.51319944613,x,3079.4320776285495,63.42152754825697,139.18,3.11,292.7
kwikscoper,23491.319904030985,x+,3088.9066568247245,82.71078471401577,158.73,3.43,302.28
casquade,23488.87733323987,x+,3088.850221550239,77.04582283012695,133.35,2.76,276.75
minjq,23476.347837953883,x,3072.9182523975287,64.74488257217732,136.79,2.89,287.54
snowman99,23473.002899922863,x,3071.13177454132,64.46551800587127,148.53,2.88,298.37
bpcookie,23472.666258077785,x+,3076.3314102864933,93.07682671790886,141.45,2.92,290.94
pc0,23448.777412570988,x,3058.864371836933,63.15275933958484,152.31,2.88,299.15
madkiwi,23434.19600268888,x,3054.574147458544,66.14071672671125,137.6,2.78,277.95
hightech,23422.533194957785,x,3056.5492985877386,75.22152185292636,141.22,3.08,288.5
qepsi,23420.44619642355,x,3046.500625092809,63.85141581799564,143.31,2.91,295.38
szabolcs,23409.391617692512,x,3041.3736828516912,69.6753258577464,122.57,2.62,278.31
onflow,23408.55015236963,x,3041.9529884287485,64.8850791426452,136.67,2.83,288.94
tea_spin_,23407.684265951077,x,3039.937597240202,62.829422485022484,137.78,2.95,282.56
notsmolapple,23398.246600163722,x+,3045.5268935662853,91.18401663852416,136.45,2.96,285.99
potato2017,23392.276992670046,x,3036.489966057854,67.19491827194582,141.81,2.9,286.43
fasdfasdfasd,23385.996496156356,x,3032.0573482964887,65.12334346240446,142.17,2.98,289.91
rippleyo,23372.452939217063,x,3024.936484965683,63.689348294388715,123.5,2.65,268.11
nairry,23363.014256919836,x,3030.8948559240935,92.51515901462389,148.29,2.85,300.34
mareinthemirror,23351.850972825046,x,3015.4763019867232,63.14001963747094,138.38,2.81,290.32
iceytetris,23344.95876141943,x,3013.036413457124,63.859445987993084,123.71,2.73,266.59
whitemerald,23341.76355666224,x,3011.492029374689,63.65687467298252,130.2,2.72,274.91
-icetea-,23337.23222199432,x,3015.7152259741615,71.58837338719299,147.28,2.97,296.67
10e,23333.689210057102,x,3007.3622840294474,62.83639298632958,128.95,2.05,280.21
applemx,23330.546822167693,x,3006.920206929316,64.01646312841923,132.45,2.9,275.7
alea,23326.146212119205,x,3006.393492132538,85.78334938541009,127.42,2.67,270.65
microblizz,23325.499103616283,x,3004.3786911294887,63.540885961972236,148.85,3.22,301.01
nggt,23321.606412236073,x,3002.9089114222825,63.80276712699164,125.29,2.61,271.93
mystery,23310.005996590025,x,2998.7775679218876,64.88220716862065,129.55,3.01,281.51
zack101155,23307.730940062847,x,3000.7954346299275,68.74835915630436,129.46,2.2,281.3
z2sam,23305.028929020773,x,2996.801309905076,77.07057113497471,137.7,3.5,286.56
tiredthonk,23297.46092006735,x,2990.9883011807487,61.684461205510004,128.52,2.68,273.64
kirigo,23297.205798630996,x,3001.484620351914,75.40865443906945,143.65,2.78,283.28
intris,23291.02962349027,x,2988.5139943327476,62.003692558551464,142.27,3.26,283.87
cyrek,23269.632126525972,x,2980.5823238673206,63.38260632661368,131.04,2.35,275.97
your_mum_la,23263.041809119153,x,2989.3387959570805,78.35620986327052,124.07,2.52,270.19
apollo18,23262.62426233566,x,2977.2819259943726,67.88446129605818,140.07,2.98,287.06
jota-,23246.38738971656,x,2974.491917988057,68.07185738490813,138.64,3.02,288.41
cemy,23239.344234699005,x,2968.0253360449124,63.378544589529334,135.04,3.05,280.13
jyin,23234.967669798076,x+,2983.3134466372057,92.66203332668128,162.21,3.14,317.17
ramily_,23231.694269009997,x,2964.0236392874845,62.23565553925844,145.49,2.85,293.99
luminaries,23229.87866802672,x,2963.9462051783894,63.1197338477777,153.24,3.51,298.03
neverletmego,23227.92628550245,x,2973.512255552081,76.75011686105235,140.33,2.72,289.26
lucidjustin1860,23222.0845888915,x,2962.3947589836475,70.28731758749794,134.71,3.27,275.66
hugh777,23221.658579939765,x,2972.6473327541407,78.97799358033181,135.59,2.75,285.76
gachalifecringe,23218.105063521143,x,2957.824002284483,61.3641059272231,131.89,3.03,269.68
13ff,23214.94843011116,x,2957.181483755595,62.218119937736425,123.61,2.65,264.04
mifu,23209.618962687375,x,2969.871436725318,81.78171085868607,133.31,2.33,272.47
user-12312021,23191.771912805947,x,2947.8590817336844,62.265735786472696,127.98,2.69,281.87
lmn_t,23189.904085878163,x,2948.011210569807,63.47487536473914,123.89,2.35,264.73
ploo,23188.978711452353,x,2948.080619396802,64.06524917110781,133.55,2.92,265.1
cat_noises,23179.94463251749,x,2943.9707864925986,63.40324596825713,130.58,2.72,273.67
pangeez,23179.107645320233,x,2942.6704477042763,62.103882792276664,142.51,3.03,280.42
cubi,23172.83849148285,x,2940.4253084663133,62.44355241844229,141.35,2.75,289.2
morsay,23172.216722357698,x,2941.015951645013,63.57197498026917,130.44,3.14,273.94
kiyan-,23162.453319879827,x,2936.8256296163245,63.14677900153586,134.43,2.7,275.3
shadowblade731,23158.73406662951,x,2935.4849569683515,63.32290369438494,134.56,3.03,279.53
red231,23155.26527252518,x,2939.220403321942,72.19026917471264,141.18,3.1,276.37
ppisland,23153.689574430893,x,2932.856421344851,62.46046966663918,121.85,2.7,266.07
freemag,23149.326243822543,x,2933.3744318277204,65.48407497462418,128.58,3.25,275.13
leli8215,23146.88924769472,x,2930.49743191325,62.889453272235265,131.43,2.58,264.22
blink,23137.493210410128,x,2930.647880362615,80.07767907208732,131.17,3.17,283.13
veroch551,23134.182593845755,x,2925.2142630141343,62.4724297232818,136.19,3.08,275.84
selfishhuman,23133.03930970082,x,2938.9053707938183,81.45212559940869,142.79,3.26,286.78
hsterts,23132.382756184146,x,2924.4725384043486,65.41877132608897,117.49,2.69,243.77
urakihobnna,23131.289574954375,x,2927.5296955854224,67.14518281746452,131.47,2.84,270.14
dronic,23126.925062222257,x,2922.2867935925824,62.33710159792914,131.07,2.4,267.71
combostorm,23126.51619209571,x,2927.319832536484,69.37930383390106,131.11,2.95,274.4
kirby2,23125.71964824091,x,2936.443470030235,82.00110231689764,125.58,2.79,261.57
wootae,23106.087879624265,x,2913.5287701048683,61.3870198850482,134.1,3.36,272.28
ringoame,23103.837511371952,x,2931.768859727537,87.13314982796791,135.59,3.06,274
antimentalhealth,23101.220063149696,x,2916.794971406086,68.40767092274692,135.4,3.03,276.78
kiramy,23091.59166694458,x,2919.5821513638766,77.1952636772686,123.73,2.71,261.77
south-london,23086.983259762368,x,2908.0164363894787,63.87470979861908,143.91,3.4,282.52
avilia,23086.24101995981,x,2908.599047138,65.06301804848164,125.28,2.49,265.02
apleryt,23077.015641039678,x,2903.694018567394,63.15203178125627,135.94,3.09,278.09
tks-,23074.46230264582,x,2902.0196781763016,62.17987918401304,127.91,2.84,268.72
eclecticpasta,23071.806550648253,x,2902.915870834496,64.80361268638974,131.24,2.95,278.37
agar02,23070.89000114612,x,2922.699415136938,91.98363759279441,132.96,2.72,276.86
flareon,23067.604296262398,x,2902.739214244899,69.75120245868082,130.12,2.93,266.64
easydoesit,23066.333093335736,x,2901.818296640302,76.14712947926073,139.2,2.83,272.44
hiyou,23061.71707995521,x,2900.0748016321904,66.15000683601795,135.93,2.72,289.5
navarchofthesky,23054.839632269315,x,2895.184968623583,62.976536634781915,125.29,2.3,263.91
arisal,23052.412714700225,x,2894.5727347167995,63.39187264702985,139.09,3.11,279.4
jed,23046.650235250752,x,2906.3993234061954,82.53299726601898,143.21,3.24,286.72
mahrrk,23041.21083638849,x,2896.1707053063506,71.39431433519093,125.85,2.71,269.52
icelyn,23038.699276362928,x,2888.749755057267,62.43488452685762,131.18,2.9,275.8
winterfrost,23032.397382313367,x,2886.0579975621567,61.95518320100455,129.01,2.78,266.4
myangelmanus,23031.296179885056,x,2885.8485766988415,62.23410568877554,121.92,2.44,262.77
nanicat,23020.744346908785,x,2890.5502354789364,79.17330448833545,123.75,2.66,261.16
tmori,23020.142484207274,x,2881.6117453392444,62.09278383835906,149.12,3.08,289.64
brilatas,23012.86525923167,x,2887.76538381793,74.36620075400067,120.92,2.76,258.23
fleron_aikoyumi,23007.932289759716,x,2878.6932044761543,64.31038513564674,131.8,2.77,270.12
waraku_chise,23006.411459475876,x,2877.1075904730515,62.874455494895585,128.28,2.71,263.2
sagit_tariusa,23006.19656071454,x,2877.0760895678536,71.9409888139543,127.37,2.7,266.23
gary0728,23004.060170634722,x,2875.6440889333053,62.03344491648526,131.48,2.62,274.21
vyishere,23003.258553449326,x,2875.120190785997,61.71095104743679,139.98,2.93,279.47
freyhoe,23002.74923208044,x,2878.035884178512,66.05486730096086,135.4,3.27,277.89
kyarakutaa,23001.575871382225,x,2874.334492911463,61.474061820464705,126.06,2.86,260.63
sequora,22993.959630592384,x,2873.496031074344,64.21150954575052,138.48,2.89,281.75
akatsuki16,22986.501011204535,x,2871.1696479679335,64.76842869678838,132.18,2.82,271.34
chuwulu,22981.767282263383,x,2867.365404743061,61.83932856317776,140.81,2.98,283.5
blank33,22972.183084413373,x,2872.2476483361224,75.55696629810711,124.72,2.78,265.59
finals,22966.769995560728,x,2862.623134407332,62.81181871653758,136.9,2.81,280.41
intermittence,22965.43248026552,x,2868.1549570388083,71.26610271513549,143.2,3.11,288.01
gladdon,22961.608784232725,x,2866.3789796630276,79.71672343641265,120.1,2.89,252.9
122333hello,22959.189092704382,x,2859.630516566517,62.442260931791296,115.1,2.93,243.38
ccccccy,22958.816753342926,x,2859.4026219530433,62.30907531910018,129.17,2.94,264.24
natsukac,22953.663464185633,x,2861.1401745582107,67.38204057310404,132.57,2.99,267.78
blindboxhead,22952.882533804455,x,2861.2408239841498,67.91915628467879,124.28,3.13,270.81
groober,22949.711397846768,x,2856.0668387191736,62.211862248267906,125.38,2.77,259.4
sm34,22944.69186064512,x,2854.611557048992,62.69520257975705,123.78,2.99,269.63
thorguy,22941.235722234545,x,2852.6718542975937,61.69112810766069,130.01,3.28,262.57
lau,22933.789655490247,x,2850.2412580582595,62.0054101385966,117.58,2.84,255.17
yuu777lucky,22930.39894007656,x,2849.675701817878,62.916251921625815,125.62,2.71,268.72
cat,22911.2215471184,x,2842.565411115419,62.443601605632004,111.02,2.51,243.02
dompk,22910.964968348653,x,2842.009339886109,61.776363860428745,132.35,2.74,257.53
anameru,22909.527598338496,x,2844.865434653885,71.57950565267645,138.85,3.11,275.37
xfly_dragon,22902.80574793434,x,2848.9887997026945,81.77200424565542,134.17,3.14,269.47
mugi_0i0oh,22902.3848467238,x,2842.5201738990954,69.81792825615189,118.35,2.61,253.29
sodiumoverdose,22897.610577740776,x,2838.89819503147,64.03380312397475,136.31,3.66,270.88
chickenmaryo,22893.94863219102,x,2839.273611880786,81.40479902900319,122.55,2.63,249.57
thedownstacker,22891.262663798676,x,2835.2737119350804,62.014326186821975,120.59,2.66,255.78
nyaaapurrrrr,22889.17585859033,x,2838.037957218819,67.02294026973223,136.12,3.06,282.82
jhinta,22885.385674665096,x,2833.1908260233477,61.96257908751207,118.66,2.6,250
tomato901030,22880.130826670757,x,2830.852951661068,61.22343849329219,118.29,2.58,247.91
kipuru,22877.252017997078,x,2831.4226745861715,63.484971896102806,128.21,2.9,263.23
t3ddi21,22876.203426187603,x,2829.720345251899,80.5538376813866,127.5,2.94,271.7
hanabi_hyakuya,22872.929817361128,x,2828.7211770741424,61.747294984222954,118.66,2.54,251.78
itstheblank,22870.209065809235,x,2827.926854792222,61.958624930544694,122.11,2.58,260.96
tillvit,22866.20763978955,x,2842.2312538657734,84.29551436794999,127.37,2.66,269.4
nuclearbread,22860.255302935577,x,2824.117622715502,61.41118171277644,123.25,2.65,252.02
dashpepperyoshi,22857.96559557696,x,2831.0613233642957,73.53599001767198,137.17,2.82,274.39
torrential,22855.771739547512,x,2823.208812272028,62.32700459015096,110.78,2.33,237.42
sthesuper,22853.543381493353,x,2825.629745597729,68.93082470200275,122.85,2.42,257.62
diveant,22852.133533481025,x,2832.755081804597,78.81189227943791,146.55,3.01,284.2
simplyswiftness2,22846.928685352093,x,2819.8104527928745,61.79252087884772,118.22,2.82,240.53
angel1,22836.607082634466,x,2817.925234774609,64.17094636635558,123.1,2.86,250.46
mickeyzch,22832.866365569593,x,2819.57284906523,68.40105528724953,145.22,3.06,289.26
garbo,22827.11435695314,x,2819.606583980175,71.27394839768564,126.08,2.75,260.39
molong,22824.87462829349,x,2818.093281477967,71.19082053307083,113.68,2.59,240.74
jaazen,22822.261640928235,x,2811.47812709171,69.87528050754796,117.46,2.42,251.43
minori,22821.24794427191,x,2814.459116455645,75.7137365340979,127.5,2.85,264.77
yupdduk,22810.095405011347,x,2811.7091327761627,81.19447324115146,139.24,2.86,276.18
gelatinousboi,22804.50556210915,x,2805.198954441057,61.440983384660136,129.05,3,261.83
haruka_suki,22794.008149450252,x,2802.0520415367705,61.981437510694505,126.3,2.7,255.24
mucho,22793.13681990704,x,2805.4239112173955,74.34200060783266,117.8,2.52,246.63
neuralg,22789.65916961573,x,2800.5888288484753,61.96460312424167,122.13,2.8,252.6
scy,22789.54278240157,x,2801.0862648717984,73.75250814453337,116.34,2.49,244.41
gu_,22787.06182125366,x,2800.918679273852,63.720946635729796,106.86,2.07,234.62
asashi,22782.76378761517,x,2808.895132333556,88.40407679473253,119.05,2.69,255.29
brian,22782.721118005822,x,2800.6583126587943,65.45951407283954,119.45,2.73,253.09
encythe,22773.98545069501,x,2803.115634381176,73.28345502501365,120.66,2.7,247.9
jackmoving,22773.920761134945,x,2799.536889892106,76.10122351971619,112.8,2.27,235.54
reputation,22772.681958467383,x,2796.4185748710233,64.13104701623863,125.57,3.63,241.46
e12345e,22770.14687618771,x,2797.0562819189227,66.30147483472636,118.34,2.63,255.06
zadscsvdxzd,22768.162767248657,x,2793.73266706719,62.377240512828415,128.37,2.84,256.31
limsy,22758.50914228959,x,2797.5434951200887,72.64465102392377,121.84,2.87,249.38
monic,22758.096046530783,x,2789.7721956116666,61.4287283036131,112.69,2.55,241.82
qzphs,22755.027409268234,x,2789.530568113897,62.564190260850424,109.34,2.5,240.47
melssen,22748.52717315727,x,2793.021288042294,70.84589269362344,122.55,2.87,263.65
satilea,22745.575128964196,x,2786.124445122412,62.110194020685626,113.65,2.26,247.86
naraa0327,22742.415147977048,x,2784.921024934704,61.85772384782471,136.34,3.03,270.83
shinosuki,22739.52155927626,x,2783.833864671794,61.6463535066313,113.75,2.51,242.61
man_i_love_cc,22737.400672496016,x,2783.525038025637,62.2153263454812,121.38,2.71,250.21
omapeh,22732.593649012804,x,2782.2009092297985,62.57469427749082,116.06,2.93,241.21
indopock,22732.009593820305,x,2781.8910949428523,62.39671379144569,110.56,2.36,245.66
pwooof,22728.771787400427,x,2781.0597519626326,65.7259415295457,130.38,2.94,264.24
epicewic1,22726.756192186804,x,2785.083570454462,69.65086605209054,132.38,2.76,261.74
eustasy,22724.912604975965,x,2779.2107972713275,61.838696929299836,127.39,2.95,254.55
fesh,22717.732352276016,x,2790.8526376134205,82.37643641260115,122.31,2.81,251.41
kayros_lonewolf,22714.998807466072,x,2789.565788578479,81.80199342135805,123.12,2.67,253.35
cuentarealpollo,22713.604498394845,x,2787.4938123967177,96.44908186377471,117.96,2.85,252.03
tomayuli,22710.965999503627,x,2783.410035271571,74.73137505423033,127.34,2.86,252.6
acaciawood,22709.331551050956,x,2774.4186934420727,62.203297867867114,119.45,2.6,248.17
syellow,22705.606798683355,x,2773.3747819932446,62.43530477589022,120.19,2.82,250.74
missionfailed,22700.56769126031,x,2774.9588020320125,67.21087675269082,109.48,2.26,239.49
wertj,22698.02295667416,x,2794.963598109586,97.50665959290927,130.52,2.54,268.73
shardnguyen,22697.506810545216,x,2772.100714264194,64.41913772074744,115.67,2.62,247.12
akyuuuu-111111,22693.345348240993,x,2770.6467295888533,80.24005787928519,138.88,3.01,270.67
shining3878,22693.035061507213,x,2777.041492510411,73.8781235991828,126.45,2.88,266.07
notcreamie,22692.44286741017,x,2770.828510028173,97.94322606154661,130.8,2.74,275.23
obungo,22689.88077699962,x,2768.169091662242,62.19053489401182,120.04,2.56,259.44
colinyz,22687.381756033268,x,2773.973568370291,90.02742261258162,126.63,2.98,252.32
mizukamisakura,22674.108899749168,x,2764.3097134499167,63.93845820659125,120.34,2.22,251.01
spacepoly,22673.40377816484,x,2763.9952666282243,63.802627341542696,105.35,2.74,235.88
laurent,22669.91830918633,x,2781.603356953163,91.36772881147124,128.36,2.64,257.55
moskauperoesdios,22669.72952965973,x,2777.029563810478,84.81732415970345,125.04,2.68,254.03
danielperson,22667.911456886653,x,2771.729767685807,77.90071481875175,120.76,3.07,261.02
buen,22664.760744133146,x,2764.8942743113153,69.25189728327351,112.02,2.66,234.45
epicgamerfluke,22662.868113303557,x,2774.358688216331,88.11660168137101,122.35,2.7,250.94
bananapeel55,22660.935676130528,x,2759.058123828811,62.31360303603808,105.53,2.13,238.88
popomoru,22659.297804726404,x,2759.480296027423,63.72841683218542,114.1,2.55,251.21
noen,22658.006838493482,x,2769.961747740499,79.9365927115288,131.71,2.62,272.94
cosmicgabe,22654.49661204169,x,2756.4925808820635,61.5044032682875,119.54,2.91,242.74
c3-,22651.07014814504,x,2767.5575717129714,79.63525163615151,114.27,2.56,241.72
comicalcent,22649.279673700472,x,2756.5636194223607,64.08825328859126,107.6,2.53,230.74
buhuhu,22646.71246643953,x,2754.636178658254,62.39578174509991,124.91,3.01,250.34
xiajibawan,22644.69251612969,x,2754.0905393474336,62.528740257117285,125.61,2.72,254.62
civ137,22641.104637407734,x,2752.2168828932254,61.39367486692802,112.48,2.28,241.94
endpoint,22639.904467445216,x,2765.8185831918045,82.27184882795899,121.49,2.99,245.36
muse918,22637.916556957036,x,2752.0558945927314,62.66021768858884,100.99,1.78,218.49
jerome69420,22635.841698832584,x,2751.604069131142,62.9579096127412,124.23,3.4,243.49
2eo,22635.404692219887,x,2751.4978592543707,63.00379380716902,122.35,2.71,245.43
porol,22633.75141002082,x,2752.6319015349395,65.49838255411183,124.11,2.81,250.29
viktoriya,22629.271014592236,x,2749.2045734151075,62.42806127570993,118.18,2.55,249
gameplayer299,22627.344045672333,x,2748.131484516757,61.709885877838666,111.39,2.38,235.23
sosobingo,22627.033275955717,x,2748.250686697615,62.03774086980274,105.53,2.28,228.92
xtremex,22624.243644579772,x,2748.913539967635,66.35868085946477,116.82,2.45,248.32
hamburger_pie,22622.659503393967,x,2748.8677112871605,65.03510778229143,122.5,2.67,251.04
shadow1211,22620.241305966512,x,2746.5339026411616,74.63584154164565,108.86,2.32,232.88
kurarin_,22618.466866185878,x,2746.549653169908,63.49571676895849,111.21,2.77,224.31
fmzero,22616.066686941915,x,2744.677498361878,61.7810855952168,109.32,2.16,242.23
darn,22615.9916008437,x,2752.2149289503004,88.19677280856448,106.81,2.51,228.16
krungthep,22615.538707173444,x,2744.688023530911,62.045924592782846,120.67,2.88,244.83
ra2hwan,22612.98962673619,x,2743.2714173926897,61.089781282982,113.29,2.96,242
