username,tr,rank,glicko,rd,apm,pps,vs
bbquest,14380.028728894153,s-,1750.3754176048096,60.805425270524424,32.56,1.02,75.74
moon,14379.790428237784,s-,1750.3292990525224,60.6095615771436,33.99,1.54,71.09
fpdltldh,14379.247878082902,s-,1751.9141754424768,70.61084298520313,41.42,1.22,87.98
s0upys0upsoup,14379.239620236334,s-,1750.3136332958265,60.72235826203916,34.08,1.39,81.83
lorand,14378.8255879502,s-,1750.2575011483066,60.531210947398456,32.66,1.57,72.32
jacklon,14378.32801358541,s-,1750.390727248233,98.54956119159749,31.08,1.18,69.1
llyyee,14378.30844076471,s-,1751.6450523422511,69.31310250302516,31.78,1.39,78.09
wonsachub,14377.919541334333,s-,1750.2047086106352,60.54862907401061,34.59,1.46,74.53
heodang2000,14377.293453706356,s-,1750.8605155008256,64.85760256641466,35.93,1.28,74.54
injectial,14376.933042262412,s-,1750.883524246943,90.13723727485615,36.99,1.73,78
ll9,14376.56720202811,s-,1868.1224885282738,86.11109563942082,34.21,1.33,82.4
anhyeonjun,14375.748388213122,s-,1750.1766917916243,61.203303146501526,34.27,1.53,77.6
kunkyfong24,14375.324529669704,s-,1753.612778510579,82.4487762908957,45.37,1.53,94.15
jcsn,14375.267535499355,s-,1750.1707642654244,61.35002714672719,43.97,1.55,84.68
carrot86104,14375.211382804293,s-,1750.155180660519,61.27451884780962,35.96,1.32,75.96
evanslynk,14374.979615605569,s-,1750.269465136376,62.07367893204654,35.6,1.42,78.3
wogus_tt,14374.46808051858,s-,1755.9926372299867,98.0372392407991,42.85,1.7,90.54
qkek,14374.303554179081,s-,1751.070455840491,98.29346153875963,34.59,1.6,76.07
jonghwaseo,14373.46223016675,s-,1750.6863181741,75.2384230928998,28.71,1.61,64.24
langsig,14373.053861697843,s-,1750.54630285911,64.52657121617858,27.4,1.3,67.41
ar1nz,14372.919592233773,s-,1749.9622197217034,62.94879354379179,39.11,1.65,84.25
sel101010,14372.789838057237,s-,1755.1897908112112,92.88246401181172,32.12,1.52,73.42
jimmy_33333,14372.514997173628,s-,1752.4851174911603,78.65579313583788,34.27,1.18,72.99
hokie_playz,14372.063375457818,s-,1751.0446340489061,69.98621897599074,33.09,1.33,72.14
lessyndrome,14371.032222021806,s-,1756.252075637466,99.85638448745419,30.99,1.45,70.23
rouleau,14370.279337636372,s-,1751.669581327893,81.510967781739,38.65,1.51,80.25
rubi-m,14370.233079292502,s-,1749.7266501131214,60.507730760061065,30.11,1.23,71.57
royjang,14370.072055973029,s-,1750.2926492037354,68.09032781267786,39.79,1.32,84.48
amadar,14369.657713624132,s-,1753.333019605417,92.88962564822349,29.04,1.22,68.8
c_o_s_m_o_s,14369.557071962014,s-,1749.9673123734935,63.265125695938735,28.27,1.31,70.36
nyan0098,14369.50923724434,s-,1788.3305361608016,83.38962584026679,27.89,1.21,63.99
wilsenasen000,14369.158010893105,s-,1750.0493817838003,62.927999337982,28.2,1.35,62.97
danziq,14369.03076017266,s-,1754.6476112335802,93.04608919189334,27.94,1.59,66.14
mina036709,14368.649239579754,s-,1752.8179504712778,80.14415725887572,30.84,1.09,66.74
dogbabyya,14368.402740565793,s-,1752.4035886131878,94.71368091292501,32.03,1.29,75.52
newsmaxintern,14367.867261324302,s-,1755.4631879067572,99.3533010554562,32.63,1.38,73.71
mumino,14367.508355359074,s-,1802.7812852459256,90.76813850213884,38.78,1.56,86.37
dmagk,14367.322546381967,s-,1749.580022137441,60.706439041781636,43.4,1.58,81
yongjian,14367.278561081344,s-,1799.6857794821165,84.37974771036144,33.21,1.17,74.01
bagaiulo,14366.063748604352,s-,1749.6569646905928,71.66765279014663,38.22,1.29,84.17
winnifred,14365.587701278924,s-,1751.5369215668302,73.47682139680569,29.22,1.52,67.37
diazepam,14364.844276426888,s-,1749.5622488628098,89.54361347045375,29.88,1.43,63.82
sdpcyes,14364.797336632675,s-,1749.6002908720416,61.79872929901912,34.76,1.2,71.76
callmegenius,14364.062234199735,s-,1787.6343921560901,83.49286698553414,32.17,1.46,72.98
beanmuncher431,14363.553354773472,s-,1749.4382310259075,61.26398050024597,39.87,1.22,82.13
kenhanblablabla,14363.215058821484,s-,1753.4197122212975,93.84116442599779,35.53,1.64,73.96
yoshi6300,14363.113920757321,s-,1753.2320140951174,84.74410884301959,37.72,1.81,75.86
atomiccc0,14362.881453420152,s-,1749.2851795641309,60.56571578865095,26.09,1.25,62.52
willyyng,14362.517470553634,s-,1753.5841502364733,91.09678438462474,45.59,1.49,89.66
manpzda,14362.288309921956,s-,1752.0103749591917,87.62710344320561,34.04,1.71,70.39
jealoid,14361.79057190238,s-,1852.9511234926258,86.30897430961022,45.6,1.77,96.31
croutonmoon,14361.680327105665,s-,1752.242934177209,95.2767639568802,30.08,1.22,61.91
bepositive001,14361.349514458692,s-,1749.205375647532,75.65383963845821,36.2,1.15,79.71
bryanmaster64,14360.916894473981,s-,1755.4297804399184,98.75095999104042,32.51,1.6,71.63
swikky,14360.695657874287,s-,1749.9266720862956,65.39690718419646,32,1.33,73.49
iamamenace,14360.034321106707,s-,1750.8740011832522,71.5095318432115,39.01,1.57,81.87
ndndndd,14359.773610905173,s-,1749.094529006623,60.56479101811609,41.48,1.71,89.89
b3ll3d3lph1n3,14359.699100679047,s-,1753.6719180905584,88.68633454080421,30.16,1.52,66.73
floated,14359.573629491282,s-,1749.3481641869826,62.22514418100909,33.88,1.54,73.71
starcatcher,14359.217326563508,s-,1754.8022915530405,97.6479000172981,34.25,1.94,76.04
r1exxy,14358.536350708115,s-,1749.1678218747443,61.49666594279475,36.42,1.48,74.32
mic4x,14357.630175421164,s-,1749.7327043354805,65.36270777389525,33.54,1.17,71.34
cheng-yun,14357.586996392778,s-,1754.2784238052564,93.12475067331454,41.75,1.27,93.71
crestalia,14357.432085362154,s-,1751.2648772872606,91.90269694008587,29.56,1.27,68.44
namelessplayerz,14356.660793332909,s-,1749.3779716831477,79.52563864723095,36.01,1.47,70.48
ak339,14356.56697642235,s-,1748.9248046677394,60.73241729548052,35.47,1.65,75.5
lordasadel,14356.469522077547,s-,1749.7452522027163,65.88412218061586,42.4,1.4,87.74
sourcastic,14356.156502455799,s-,1748.861663045858,60.494782480218845,39.12,1.49,75.03
barho,14355.782627924658,s-,1748.9897465114555,61.43905021177379,29.1,1.25,65.45
fextra,14355.487793505075,s-,1749.008454575024,94.66893478124037,30.8,1.55,64.88
panzervorr,14354.988173779426,s-,1749.3650594526694,64.08513318317932,41.23,1.76,83.75
eminemtetris,14354.987035180817,s-,1749.76227711837,66.55619014387129,30.53,1.47,72.96
kr_extravaganza,14354.604772597917,s-,1752.1498369697233,83.38609862470909,36.53,1.51,85.01
rainsong113,14354.057983450375,s-,1748.7961390658909,98.88943786309905,40.06,1.38,82.66
yeong123,14353.678506610151,s-,1749.3517341038391,90.50319033750975,30.08,1.9,65.57
noyste_romelette,14353.595871182462,s-,1748.732278383408,93.66700290612997,38.98,1.39,76.62
jatest,14353.199391844344,s-,1749.1541189872012,63.45482672785708,29.3,1.22,73.06
marcelo0o,14353.002275988398,s-,1749.040519221635,93.82141810720003,38.87,1.41,77.53
zealousbike9618,14352.882768503538,s-,1748.686861360232,60.656215519512884,40.07,1.26,82.53
reolz,14352.612325329526,s-,1749.225946588043,64.12743416286762,31.07,1.57,72.06
ksanghun,14352.53850460165,s-,1752.542751554701,84.55621146000307,34.22,1.62,72.5
_pattersons,14351.83157201552,s-,1749.1173221690883,63.74903444849392,45.68,1.55,84.12
fiendish_dr_wu,14351.57999364784,s-,1748.6223269487937,60.75193749683426,32.74,1.11,68.96
milk_tea0325,14351.416748377142,s-,1748.5724781615568,60.50237074805792,40.71,1.32,78.3
haidixon,14351.269790661372,s-,1748.674399288188,61.19693078717563,38.52,1.2,84.91
enitnelav,14351.225951350227,s-,1749.4070113917253,65.78542579171655,36.44,1.17,75.33
rlaqjatn123,14350.62099227947,s-,1748.5508523717194,62.67227807998519,36.31,1.27,79.87
nguyenuhm,14350.366469503493,s-,1811.923368635736,95.10654524115431,42.79,1.7,84.12
poihuru2232,14350.169658261932,s-,1750.5303502534764,82.14525105633857,45.53,1.36,81.26
hillymoon,14350.05142790466,s-,1751.0435068534885,76.34687614105044,34.65,1.58,69.67
djalex,14349.502889460207,s-,1774.816471963167,88.20064788783861,35.37,1.53,74.62
kettts,14349.23300978577,s-,1749.6424982631338,75.01059561779812,32.92,1.26,83.39
gtms,14349.191990294874,s-,1750.4648106466634,73.11340475542303,41.39,1.49,81.45
nekonoa_otomad,14348.651916986626,s-,1748.4468440393184,60.7764205290863,33.62,1.55,73.13
gehleedangca,14347.488759726479,s-,1748.3894980877556,60.8635925973465,33.62,1.53,70.46
noob0316,14347.16436258426,s-,1748.3314483636198,60.62426896050003,42.53,1.52,82.84
last_ian,14346.487217580168,s-,1748.2922696355683,60.638664786990944,33.06,1.37,72.42
guavacrepe,14346.129610752947,s-,1748.281354886895,60.70756902291654,28.77,1.43,69.85
captain_tee,14345.868574590182,s-,1748.452756317265,96.88181101132926,29.03,1.08,61.28
xpzc,14344.732099299305,s-,1750.710796228532,94.3248390105883,37.39,1.27,75.33
windrain_,14344.616061530256,s-,1749.8563125167852,71.0985986025158,31.17,1.2,69.83
gamyulouu,14344.57814761417,s-,1752.3571384043316,95.4365573753415,28.55,1.29,65.22
er5,14343.95714902173,s-,1754.42647021554,99.11966584687782,42.91,1.39,82.65
treeovo_,14343.846926817723,s-,1748.286304888095,72.61525531333265,34.73,1.47,70.47
luxunnie,14343.330547285806,s-,1749.8924214721726,71.81249177931858,26.1,1.37,67.83
kaos02040,14343.213868150124,s-,1752.7624628378023,89.40590408251038,44.62,1.26,89.41
tientq64,14343.196160434814,s-,1748.094250527914,60.66084247210342,24.18,0.98,67.43
lady_plague,14342.262587171403,s-,1748.0835864974238,60.9526958142158,33.61,1.33,71.57
yaminoshinen,14342.172099168014,s-,1748.987399718179,67.63775320765392,34.11,1.47,71.63
claser,14341.839080171083,s-,1753.3927951482556,93.72362643174529,37.98,1.26,80.57
jjinnie,14341.693071123047,s-,1750.9934520388924,79.21456051957026,33.88,1.37,74.75
minda,14341.54302777797,s-,1825.07360602383,88.17323251043128,44.21,1.31,83.43
superblack,14341.059645585035,s-,1772.9139115139847,70.49267194990199,32.38,1.33,76.99
rainchu,14340.818949123535,s-,1753.8711869066406,96.97738984605152,35.96,1.19,65.61
xeesoo,14340.517789919217,s-,1748.5672564241602,64.65077552748508,31.32,1.38,71.3
1100_mg,14339.963148085044,s-,1749.1060648844255,68.2218374199462,37.63,1.18,80.1
burhan_bataa,14339.557217447244,s-,1751.186586222615,96.20767511602378,36.07,1.46,78.81
glossy,14339.442896220467,s-,1750.4462047961083,77.70983803633328,34.6,1.35,74.75
bare57,14339.231076602766,s-,1750.0304335631258,78.22854435502053,42.29,1.7,84.76
seoooooo,14339.034945036557,s-,1748.0392292882038,61.91479389178991,26.79,1.37,65.32
zeswift,14338.284360829217,s-,1747.8519428221675,61.02793047589523,26.94,1.44,64.99
chunkiti,14338.072495426626,s-,1748.087312732616,62.586082500819096,41.43,1.62,81.27
ozi0413,14338.053551714282,s-,1747.7774404354218,94.64868914813104,29.81,1.32,64.69
920430,14337.889983964204,s-,1748.8913779560244,71.67938371787913,31.79,1.46,67.47
86chen,14337.759133378573,s-,1748.83500786535,88.378408158091,29.02,1.62,66.48
leon324id,14337.700485867197,s-,1749.5930204972558,72.10848335663991,43.31,1.64,86.48
ilyoss,14337.658964742028,s-,1748.6632986155012,69.3463823503441,42.84,1.21,81.93
dylxeq,14337.444614807957,s-,1747.705948527656,61.43364109577623,41.33,1.44,80.07
shortstrangle,14337.404531955273,s-,1747.7897577549675,60.9757290614099,41.77,1.36,79.57
quantumspace66,14337.339715134776,s-,1751.9136144674017,94.4798260414692,34.63,1.39,70.47
mariopaint,14337.272362812768,s-,1747.7140184894236,60.55064565152231,38.7,1.75,80.14
redeot,14336.61441237703,s-,1749.0129154559636,68.92401284544927,33.86,1.21,77.89
jimmxxj,14336.509622151181,s-,1748.7897294266922,67.57494176819364,38.89,1.63,80.25
kkabamibo,14335.931488915625,s-,1752.8173477517764,92.48257010189657,38.38,1.08,73.18
flockbucker,14335.785323876557,s-,1748.141382133141,63.80336614692434,32.99,1.2,72.4
notusinghax,14335.490291777318,s-,1747.7976806768013,72.76173333025926,35.86,1.02,80.62
ochko7116,14335.420289303782,s-,1747.599810808586,60.5453450421159,33.38,1.21,73.92
william9453,14334.994209440641,s-,1747.659876955601,61.08693446933706,31.15,1.22,76.89
yo910905,14334.894451944629,s-,1748.865337695543,79.6643095116591,32.06,1.38,68.24
thisishanzo,14334.51638729846,s-,1747.5599804733276,60.64278666063006,37.92,1.26,78.56
empanada29,14334.509611091291,s-,1749.957136698574,75.57607159416857,31.95,1.54,69.32
shud_,14334.4721357814,s-,1748.5510041233576,66.8674521708829,34.4,1.29,74.06
roypu123,14333.943607830559,s-,1749.9535804983311,89.76989187041448,35.04,1.65,82.9
elqlrto,14333.134895493065,s-,1747.4831831120844,60.69158131858702,35.28,1.33,74.25
idontliketetrio,14332.923136127272,s-,1752.6398280765418,92.54559293259484,45.07,1.31,87.01
arcueidmybeloved,14332.838243605864,s-,1750.0476390018077,79.77097673165223,39.3,1.62,84.24
tawn,14332.758613195008,s-,1747.780978215027,66.70741085827903,32.76,1.25,76.3
kid219,14332.483012101931,s-,1748.788001708849,69.1064158775636,46.45,1.53,89.43
kimbon,14332.238611562181,s-,1749.8750681060087,87.93559028223888,29.16,1.44,69.19
koiks5,14332.041512153444,s-,1747.3980217819194,60.57677157066867,38.17,1.42,81.17
cashroll,14331.938075357926,s-,1747.3924954211689,60.58182859011548,38.59,1.29,78.01
potatoreaper,14331.859487300022,s-,1750.1594554286876,79.83235091281081,35.4,1.38,76.04
pumpkinpi,14330.536863838603,s-,1747.3462722565282,81.83060725518956,30.78,1.37,71.58
mcdonaldsssd,14329.969293010881,s-,1750.2645147250014,98.19812292316294,30.3,1.48,67.4
battleshibas,14329.840607474593,s-,1748.358791950687,67.44413828243903,40.08,1.46,81.22
okamiv,14329.462680953377,s-,1751.8931771804541,91.33468356447126,30.32,1.3,69.61
jloc3356,14329.354722673083,s-,1898.1769344976972,99.9,38,1.43,83.24
lunarie,14329.211357776301,s-,1748.739801505693,88.05942207270526,38.84,1.45,79.26
dboy83,14329.06115258235,s-,1747.1865092417447,60.39320593891024,28.91,0.91,64.59
phaser2,14328.675229018141,s-,1747.7561558053094,75.12185784154197,35.06,1.54,75.67
bladefall,14328.132362779905,s-,1748.5295394888885,69.16382121575137,31.28,1.17,68.78
ikyledjjj,14328.119500420113,s-,1749.6482806787385,80.10699892723633,34.06,1.29,71.23
larrat18k,14327.859178532974,s-,1748.769896757278,87.76437283297567,40.78,1.39,74.48
maosi,14327.616066663957,s-,1747.138433621294,60.647309541229006,28.31,1.46,70.09
minsung0127,14326.775255481314,s-,1747.0964355045417,62.706815939377464,36.53,1.21,71.42
zvivy,14326.546370538419,s-,1747.1015866784337,88.82750090356707,34.73,1.25,77.83
orenikatenai,14326.158795912781,s-,1747.33833248215,62.46681769616651,36.47,1.26,77.15
tomitomiclub,14326.138845827896,s-,1748.8573771430117,99.9665011913581,31.91,1.22,68.6
keepreal,14326.12441767006,s-,1824.033120150418,82.72500748822458,36.5,1.24,80.39
zebrooooo,14326.026626172197,s-,1897.1137826125075,96.72595157005897,49.75,1.77,104.73
peterer,14325.514645101735,s-,1748.2019176478198,73.12460139764987,29.35,1.43,68.83
cmii,14325.088531388674,s-,1748.011522644949,70.09880254278255,31.2,1.12,69.91
despsan,14324.506149466,s-,1849.5752468166004,78.5956353574335,53.57,1.76,109.07
keykeykeykeykey,14324.499635286478,s-,1748.0106007442214,67.31917668356417,32.4,1.26,70.87
franklin1817,14323.46267149823,s-,1746.8584759537132,60.484152129271514,39.19,1.52,78.78
who_tao,14323.321506111626,s-,1749.1957182840888,75.1414827660237,49.13,1.48,98.02
dwaejigugbab,14323.234978117409,s-,1749.603331999522,77.69306887991283,40.09,1.36,80.9
shuree,14321.425616364808,s-,1747.047646293583,63.461654750297754,30.18,1.69,72.17
yhhhht,14321.204677434645,s-,1746.7434727664252,60.62987719335928,31.41,1.34,73.52
mariosiom,14321.167493738241,s-,1749.2640067438,76.3868031154964,36.55,1.59,74.4
bleeekguy,14320.020973010194,s-,1746.761856458905,61.202628781161366,33.7,1.51,74.33
ciider,14319.82711958104,s-,1747.367759723672,65.08932788710926,32.42,1.51,74.49
flames_,14317.607575588163,s-,1747.4570563412817,68.50345778714771,30.41,1.53,64.18
58965,14317.513015986644,s-,1748.179596974835,77.05516388806136,37.54,1.11,80.01
sillerus,14317.400520963774,s-,1746.502955399866,71.58011415877408,29.68,1.21,68.83
cck560,14317.38328378874,s-,1746.6981282153554,61.818548096470316,37.67,1.41,83.06
chunlikang,14317.061689977365,s-,1746.4854485401222,60.60039619584489,29.04,1.47,66.95
akiko_zilver,14316.629119910616,s-,1746.4445538008017,60.50913359630178,30.17,1.44,72.72
camplox,14315.596245384544,s-,1748.929079426062,83.44393794357357,30.32,1.26,64.44
sekisou,14315.378130057738,s-,1747.0517719883262,64.81810383549407,33.46,1.66,69.18
ystormx,14315.376563332753,s-,1748.5292027663083,81.04871064931343,39.73,1.5,80.05
mzoosezhs,14315.273909544827,s-,1752.5165966505454,98.45588318376866,34.23,1.5,73.4
gg01,14314.924474280024,s-,1751.753404620752,93.98401566931099,34.42,1.31,78.07
vero0,14314.827659525145,s-,1747.4879828218072,67.7664946791642,42.17,1.4,83.31
ggallus,14314.405792453412,s-,1751.0156969423115,93.70405554434255,30.11,1.16,69.74
ukituyoon,14313.216758036651,s-,1746.8068411306842,64.11074879258858,39.03,1.27,76.35
kazero,14313.177496175456,s-,1760.739556165211,91.28685661189253,34.97,1.41,70.91
lazyegg707,14312.407220474925,s-,1748.845540007814,98.14625657413629,24.11,1.47,56.68
micachi_net,14312.087740415564,s-,1749.5141204157228,81.39512664650755,33.48,1.43,76.56
arss1k,14311.469598635773,s-,1746.4454291095226,62.50738710727703,31.7,1.26,63.62
anton_607,14311.310070686022,s-,1746.857071451787,88.16191615702522,27.99,1.39,70.47
asianful,14310.82314471133,s-,1746.161989760189,60.96679321442009,45.27,1.51,87.31
nakiriyaa,14310.804766092177,s-,1748.4364199750307,75.22359850144807,36.86,1.21,75.81
guhw,14310.441046125816,s-,1746.406369500423,84.65812902064579,39.55,1.6,78.66
rkqhwkrh06,14310.004054987225,s-,1746.1321438159214,61.094732104857236,40.46,1.71,82.51
kwanhg,14309.718401331289,s-,1746.0318149158231,60.57051567593219,27.52,1.65,67.61
ursocute,14309.44236739385,s-,1746.0290921199917,60.66004917573671,29.27,1.01,60.71
ruledpage,14309.36075341433,s-,1746.2952095520275,70.37375804357859,32.55,1.35,73.51
elvinchai,14309.046007373476,s-,1809.1166978934193,77.75135403554602,35.73,1.61,82.11
pasta_delicious,14308.663519595939,s-,1746.4175214056986,63.41490943289731,39.9,1.57,81.13
iryn,14308.181047350416,s-,1746.541127024825,87.38027570904869,37.77,1.45,79.24
2780owo,14306.948735057314,s-,1746.284805185225,63.23991981088054,36.67,1.38,76.88
baoby,14305.941119068297,s-,1748.3546636726232,96.57909972870615,33.7,1.47,79.3
pukin,14305.875203738384,s-,1747.7472890834501,89.82695978803739,33.66,1.73,70.87
arraoets,14305.640690110677,s-,1747.2775632760772,70.98306575754641,24.94,1.28,62.14
puusee_zip,14305.607329038961,s-,1745.7749729517398,60.534985773145486,35.9,1.33,72.21
yomitrinity,14305.602532769435,s-,1751.3213817575092,94.8942958107375,45.53,1.68,84.82
chun_1206,14305.456807845352,s-,1745.853728783417,70.09199701737087,26.51,1.23,59.44
js02,14305.426240303528,s-,1745.9615337016508,61.78600812591829,29.37,1.68,68.17
kanj,14305.094984218507,s-,1746.486956621772,65.23011541165464,30.63,1.45,70.16
5wwwww1h,14304.836021948156,s-,1745.748549595301,60.66616634011077,28.51,1.25,68.36
grantii,14304.657252688867,s-,1748.2944759264997,83.69745793779545,36.66,1.51,79.52
lifeisgood,14304.423960700738,s-,1745.7161984297416,60.620722392126176,36.69,1.84,74.51
jack07220,14304.12265199149,s-,1745.7255211183003,88.79643984862187,39.92,1.2,86.8
xtribe,14304.10459467581,s-,1745.6809293459382,60.52087873617141,32.23,1.29,79
boocsies,14303.824268534205,s-,1746.2331206284416,74.1208377279588,32.2,1.2,70.59
ultimatesheep,14302.6474983269,s-,1822.5670676356283,82.57667485642168,36.64,1.55,82.52
dolphindelphin,14302.579656804615,s-,1748.2116275930787,99.97933389549385,39.18,1.34,75.26
abareuma,14302.408105855571,s-,1745.7968196195227,61.911539551827474,33.16,1.28,79.88
saltybiscuit69,14302.271619465562,s-,1747.7458173567863,74.20133151127894,36.61,1.57,74.43
elbynine,14301.239166318679,s-,1749.6346137120236,88.27033302358907,40.29,1.42,81.69
tsengun,14300.489321549314,s-,1746.6781423573182,70.20908288321445,24.46,1.19,64.59
imaraccoon,14299.507927537925,s-,1747.1908076973896,71.79969571236833,29.41,1.52,65.48
teennuh,14299.331496886203,s-,1745.618314658702,61.972345396632555,26.95,1.63,61.05
kimkim20,14299.132152598206,s-,1745.4711135804812,69.11676318826864,28.95,1.17,71.49
fatc04,14299.058627122657,s-,1748.8119198328056,82.04138984355207,29.59,1.35,74.3
ceria,14298.843214698867,s-,1746.9841127089235,83.76212864796484,27.46,1.33,61.19
0lmokn,14298.292588881859,s-,1746.7035799660957,69.21560503210792,36.99,1.1,73.49
pnut_bb2,14298.241739007215,s-,1747.7079436748425,75.51248423965184,42.61,1.38,79.41
sun2,14298.211467422008,s-,1745.3717698063313,60.84345214471511,35.5,1.2,77.54
makkoy6,14297.419386563977,s-,1745.2765837970255,60.54643425711712,29.15,1.44,71.74
gatchaismid,14297.265854081708,s-,1748.882954851425,83.1644549445627,40,1.5,81.02
danimage,14296.691800029335,s-,1746.1976526473832,68.65228990589132,29.55,1.43,68.34
jay_kaj,14296.687109693503,s-,1745.2486815369346,60.653223255451735,35.53,1.58,75.81
dm4n03,14296.44507688534,s-,1745.6597124950872,63.351805989747675,37.05,1.64,81.2
jiskon,14296.417344132728,s-,1745.2228979008207,81.59413301449767,31.37,1.47,64.63
tojifann,14296.055849480907,s-,1745.6850563077192,74.66276359881891,38.61,1.17,76.97
oofgiraffes,14294.56959637919,s-,1745.7433910917257,64.606650893015,37.06,1.54,83.28
samupopo,14294.197647609404,s-,1748.7080713660082,85.25848736699167,34.95,1.45,68.92
lightningflint,14294.01834477791,s-,1746.0134455056075,66.52430414043415,42.4,1.54,91.4
stupied,14293.791353092673,s-,1748.0252503358267,87.19091408542269,37.69,1.62,81.53
letusbegam,14293.572789068112,s-,1746.6335094582137,70.59523729561214,35.31,1.23,77.41
pippypipperson,14293.028131300576,s-,1745.0197717888543,60.61857410847745,37.1,1.45,76.44
xiao_yi,14291.951537944831,s-,1746.5521065666685,79.70961469418617,31.4,1.41,70.55
washed_,14291.849420766455,s-,1744.9774003626615,60.806703712348245,31.68,1.36,69.69
yzhelun,14291.63515628908,s-,1745.000121113381,61.03420654308256,30.28,1.49,66.49
trist_13,14291.395277546033,s-,1749.0055685624857,86.16092684229714,33.56,1.49,74.31
thypotat,14290.57496620648,s-,1745.8630211466134,71.906758507051,33.22,1.56,74.26
za2222,14290.419204526139,s-,1748.1270907352005,85.11396502176817,30.39,1.26,69.1
maddox_,14290.304810445235,s-,1748.9215313098393,93.06035515881759,24.51,1.22,61.51
fasswwe,14290.219372829682,s-,1746.6713010626424,92.12445934146334,53.07,1.5,103.67
ioniclettuce,14289.6475266574,s-,1745.1298822699914,70.62889555998427,32.42,1.4,74.53
iam123,14289.363724809175,s-,1745.3465596406907,66.11201779876866,36.18,1.29,78.15
blackniagaria,14289.12222723347,s-,1744.8138756032217,60.82579749134441,37.51,1.46,81.36
tux,14288.346490234642,s-,1746.429025415216,71.32753673918249,38.81,1.48,77.64
mastermb120ns,14287.964239479106,s-,1746.605146557514,85.57902590488222,36.49,1.67,72.59
szasda,14287.329669672103,s-,1744.6542895599293,60.50675530479801,36.41,1.26,81.19
sakaanibno,14287.189836661924,s-,1745.623696878513,66.70582577197872,32.3,1.41,78.37
botcitrus,14287.098677611082,s-,1745.40357659533,65.35013983711336,42.27,1.62,84.73
no_peeking,14287.044339130802,s-,1745.129881002678,63.63820278739367,43.63,1.19,81.9
saint,14286.80434448108,s-,1744.6634906431248,60.76936826878573,38.81,1.32,79.96
owo_luchael,14286.655801303228,s-,1744.9121366729194,62.407480774087475,33.93,1.37,76.23
sostraik2,14286.654971678849,s-,1744.669366252067,60.864772790370836,34.98,1.31,75.74
albertngopez,14286.604781119191,s-,1744.6502890239979,60.76288566961119,31.99,1.55,65.42
auft,14285.96274127786,s-,1749.56783861115,91.67877458438376,35.13,1.51,72.95
petermood,14285.323029952462,s-,1745.8850920701748,89.07584866358506,38.16,1.33,75.95
hikari_karibuchi,14284.979875967803,s-,1744.5947395272617,61.04064645494988,34.68,1.36,79.13
azharganteng,14284.676322826745,s-,1748.7049375962245,86.87724189553785,30.62,1.37,67.18
playboicarti444,14284.498047955101,s-,1748.7534104820816,87.24353715393073,31.04,1.58,68.14
bealegend,14283.980306958358,s-,1745.223168461046,65.41665125768967,34.13,1.62,76.63
yvayvayva,14283.566719358565,s-,1744.423175052543,60.4975156548657,34.64,1.42,71.75
zzzzbv,14283.256282461416,s-,1745.5005756458925,67.45061629560152,29.42,1.42,67.29
mashimuzy,14282.800667429798,s-,1746.1207795538392,92.53229862753052,33.84,1.6,79.39
waz,14282.717716613075,s-,1745.3677205572283,66.81990722749265,38.19,1.44,76.47
panicsaved,14282.699932989071,s-,1744.4269222141963,60.85833226285799,33.58,1.45,76.1
uunicornoo,14282.236746035947,s-,1744.572582879964,75.96536777702059,29.5,1.63,68.36
thebeast94yt,14282.095210243506,s-,1744.8825423078183,63.989180259786515,32.42,1.45,67.24
snuhmk,14281.93333875137,s-,1744.3571342321761,60.71182533154096,31.43,1.33,70.94
pjl,14281.001154337278,s-,1745.0031053500866,65.17787205357509,23.35,1.21,62.8
eotjr,14280.590591737624,s-,1745.8711997918613,75.81704303025452,31.15,1.69,65.46
nasnippey,14280.500030049187,s-,1744.280765923745,60.782575869828264,35.67,1.52,76.59
sookie15,14280.160659818053,s-,1744.2314639956182,60.600334884731254,35.85,1.27,81.44
mjfceo30678,14280.064444383002,s-,1746.9371059510158,96.69514954078113,34.83,1.74,78.92
banatoast,14279.945798596598,s-,1744.1790604396422,60.34979818445043,41.89,1.55,82.24
paotingchieh,14279.607313248802,s-,1746.3414924069796,78.14877442916625,34.1,1.22,76
doger,14279.413086791412,s-,1744.3313658442373,63.5275824171207,36.83,1.26,76.23
royallty,14278.102257675862,s-,1745.2479132072158,71.85019693169717,36.2,1.16,81.68
jackyang0623,14278.058029462904,s-,1744.900821068064,79.67114520771169,39.22,1.67,80.95
thecolorcyan,14277.704087294365,s-,1745.2374437398423,67.93825831529762,29.14,1.48,64.06
timmy950601,14277.674845475349,s-,1744.5046343698646,79.30552649348621,39.13,1.33,81.16
hijo_de_daarick,14277.394272113852,s-,1744.6026219982366,64.03707835913853,32.02,1.4,73.57
flowerling,14277.049780729221,s-,1749.0848866227443,92.119683711041,37.65,1.48,80.13
lab1,14274.462576912998,s-,1744.938334255213,67.3029439459527,36.2,1.26,73.5
swimshady,14274.261236230144,s-,1743.9062557791456,60.821880097197536,32.64,1.36,72.2
mvalyea,14274.230512836933,s-,1744.9651476045015,93.56258073124236,33.52,1.17,71.83
jeff_is_a_87,14274.052317808735,s-,1743.8725099223102,90.68783113351495,31.34,1.19,71.29
urmaker,14274.01365233257,s-,1743.83551627243,60.46669728141627,41.29,1.32,83.67
